152738.8129,-47134.50934
187500,-35303.1275
3479.294894,-60547.38886
-134578.0876,-63289.70203
0,0
166464.9298,-61029.47128
-56525.21479,-60904.94971
-152684.2299,-60907.18489
9269.246074,-61042.23413
152776.0285,-61063.40123
-54216.19019,-60961.29846
-155791.3236,-60927.32381
-49278.64513,-61007.2313
120158.0161,-61040.89302
-57586.43092,-60957.87864
-155441.2506,-60916.97495
-106271.9502,-60988.54524
66240.75815,-61034.50042
-63757.16642,-60974.08366
-157978.5312,-60925.40156
-142363.826,-60984.2537
-21648.11154,-61045.7657
-86321.40891,-61006.31487
-161630.4039,-60950.59198
-158242.17,-60982.51027
-140434.4458,-61044.33519
-143793.4883,-61020.91056
-163898.1225,-60953.83298
-164786.9172,-60973.63662
-147049.9363,-61037.67437
-145553.2188,-61030.52181
-164768.1641,-60978.28579
-169779.0229,-61022.43048
-153128.5826,-61160.05017
-147674.4217,-61239.153
-165565.7638,-61333.99145
-174695.8032,-61513.4536
-116611.9789,-61719.91667
45588.90856,-61788.62593
-91053.38497,-61610.14725
-146934.7801,-61218.27647
-9228.789416,-60825.82454
159669.5524,-60460.82055
36906.73106,-60057.59508
-126077.2274,-59889.82289
7417.493453,-60017.94309
176796.9566,-60314.68485
118891.9909,-60593.76873
-85555.61579,-60798.64482
5945.11699,-61005.93489
180576.793,-61121.3146
170941.1795,-61108.41764
-9427.116445,-61076.00761
-5048.834389,-61130.54587
176225.3107,-61208.10642
187500,-61210.00632
61383.3888,-61157.815
-9264.351042,-61174.4447
168049.1543,-61248.8313
187500,-61266.28801
112080.9674,-61216.01894
-5897.753644,-61218.41058
155386.8464,-61279.94493
187500,-61309.47158
147002.7294,-61267.78558
6941.445999,-61249.72537
137369.6416,-61317.00412
187500,-61362.62403
170612.4524,-61326.39186
30115.93582,-61301.76023
115343.808,-61354.28683
187500,-61406.88049
185800.5969,-61371.45297
61930.11247,-61341.41223
92135.49997,-61398.90091
187500,-61470.73942
187500,-61460.2341
98107.90844,-61419.30806
77166.78258,-61443.62675
187500,-61517.40986
187500,-61531.75968
131702.2004,-61503.68589
83288.97009,-61538.62167
187404.9604,-61616.42809
187500,-61652.66027
183939.3671,-61611.89069
163663.4739,-61621.50194
187500,-61700.35889
187500,-61718.24029
163270.2843,-61654.58252
131697.1936,-61654.71663
149417.5001,-61676.30841
151087.4213,-61683.52803
143763.0229,-61688.44541
141855.0333,-61685.96437
145609.3217,-61664.21612
147314.4468,-61636.74583
144595.2454,-61615.28815
142450.1261,-61584.91213
144467.9969,-61535.15715
146707.5299,-61491.30303
145101.9147,-61442.03978
142516.4661,-61396.7775
142400.7511,-61359.53949
144263.9925,-61319.75339
143286.439,-61290.51731
140671.7319,-61270.73601
140961.0082,-61249.05482
143164.7337,-61222.34448
142923.3125,-61206.00536
140417.5926,-61200.95387
139955.3809,-61194.00247
141889.4773,-61180.81494
142127.434,-61183.16188
139671.9831,-61186.08996
138576.0994,-61178.53507
140134.8654,-61167.4486
140653.2023,-61164.9452
133976.9374,-61175.36112
127228.6552,-61172.47774
136019.1045,-61164.72169
138599.7699,-61162.84414
125596.9778,-61172.92478
114337.2419,-61173.61768
127102.8372,-61163.13471
136498.0354,-61164.36406
121956.4598,-61162.01713
107281.1314,-61165.23578
115059.0244,-61168.40973
125052.1094,-61169.32615
115550.2263,-61171.36016
101860.4311,-61177.37277
107815.8522,-61172.83537
120621.5913,-61167.04627
117169.1408,-61181.50785
105118.8684,-61187.14049
107663.7262,-61181.75372
120402.8795,-61174.73527
120764.2178,-61179.09386
109316.6377,-61188.45924
108473.3511,-61191.67789
119628.615,-61189.33096
123133.9721,-61189.28625
113157.9415,-61196.97525
108962.4073,-61204.35133
118923.7528,-61199.23278
128942.7211,-61183.00541
121535.3082,-61187.3193
113070.6803,-61194.80714
119457.0207,-61190.44855
126157.4478,-61186.60405
119327.5147,-61196.34941
110209.1652,-61204.79837
114373.9881,-61205.98301
122603.0958,-61201.93734
118671.2451,-61205.75949
108810.6389,-61205.71479
111110.4993,-61187.9675
121141.3811,-61172.92478
120436.2953,-61178.02098
110367.9297,-61177.30572
110030.1948,-61167.51566
120651.2968,-61171.67308
123324.3195,-61194.3601
113765.8642,-61215.54955
110864.3843,-61223.95381
120590.8129,-61219.01407
125406.3845,-61215.23663
116530.1268,-61222.5233
110709.3302,-61220.48929
118730.5443,-61211.34743
126182.6606,-61198.94221
119741.2008,-61189.46507
112166.5299,-61186.0676
118189.2521,-61179.00445
127173.4687,-61175.51758
123092.1743,-61172.07541
114166.3628,-61179.40678
117543.2643,-61181.97723
127083.7265,-61182.15605
125575.4084,-61191.40967
115851.5055,-61191.85671
116587.4367,-61187.25225
126506.9174,-61178.89269
127455.056,-61174.60116
117986.7006,-61186.22407
116399.7938,-61191.56613
125769.2204,-61188.16867
128929.9806,-61191.56613
120159.2007,-61216.91301
116461.8869,-61273.59703
125318.8551,-61341.52399
130991.3702,-61426.21475
123661.7415,-61611.17543
118126.0414,-61801.58994
124905.929,-61894.50614
131877.9521,-61895.19905
126337.7147,-61692.31226
119274.5858,-61211.43683
124419.4432,-60729.2203
133118.7422,-60360.48357
130384.1627,-60095.99538
122431.6356,-60002.65449
125443.9354,-60120.5823
134553.903,-60424.92365
133359.0458,-60743.25719
124913.4838,-60984.36546
126065.2916,-61113.24562
135590.1969,-61158.08322
137209.2008,-61185.26294
128440.5668,-61224.06557
126124.1214,-61257.1685
132000.5962,-61274.89344
135860.273,-61286.18107
128291.0112,-61301.58142
124680.3328,-61306.47645
132258.0212,-61311.81852
137647.6079,-61321.7874
131042.1087,-61339.71349
125285.8416,-61348.6989
131194.3464,-61352.29753
137840.2353,-61364.68039
132596.2702,-61376.68328
125205.04,-61389.20026
129151.4417,-61392.68713
136948.8701,-61400.13026
134197.8397,-61420.67151
126090.2138,-61436.42949
128120.6015,-61444.69964
136698.6646,-61447.4489
136001.5137,-61463.63157
127442.3155,-61484.75396
127421.506,-61496.33217
135947.2884,-61504.80348
137679.3251,-61524.62948
129509.8742,-61554.3573
127220.8768,-61568.84123
135265.2473,-61581.84994
138650.2401,-61600.29013
131048.7471,-61629.72738
126759.4921,-61660.68455
